target_formula,precursor_formulas
La0.895Ca0.005Ce0.1NbO4,"[['La2O3', 'CeO2', 'CaCO3', 'Nb2O5'], ['La2O3', 'CeO2', 'CaCO3', 'Nb2O5']]"
La0.895Ca0.005Pr0.1NbO4,"[['La2O3', 'CaCO3', 'Nb2O5', 'Pr2O3'], ['La2O3', 'CaCO3', 'Nb2O5', 'Pr2O3']]"
La0.8Ag0.2MnO3,"[['Ag2O', 'La2O3', 'MnO3']]"
La0.8Ba0.2MnO3,"[['BaO', 'Mn2O3', 'La2O3']]"
La0.8Ba1.2GaO3.9,"[['BaCO3', 'La2O3', 'Ga2O3'], ['BaCO3', 'La2O3', 'Ga2O3']]"
La0.8Bi0.2Fe0.7Mn0.3O3,"[['MnO', 'Bi2O3', 'La2O3', 'Fe2O3']]"
La0.8Ca0.2CoO3,"[['La2O3', 'CaCO3', 'Co3O4'], ['Ca(NO3)2', 'La(NO3)3', 'Co(NO3)2']]"
La0.8Ca0.2CrO3,"[['Cr(NO3)3', 'La2O3', 'CaCO3']]"
La0.8Ca0.2Mn0.97Cr0.03O3,"[['Cr2O3', 'CaCO3', 'La2O3', 'MnO2'], ['Cr2O3', 'CaCO3', 'La2O3', 'MnO2'], ['Cr2O3', 'CaCO3', 'La2O3', 'MnO2']]"
La0.8Ca0.2MnO3,"[['CaCO3', 'La2O3', 'MnO2'], ['MnCO3', 'CaCO3', 'La2O3']]"
La0.8Pb0.2MnO3,"[['PbO', 'La2O3', 'MnO2'], ['PbO', 'La2O3', 'MnO2']]"
La0.8Sr0.2(Ga0.9Co0.1)0.83Mg0.17O2.815,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'Co2O3']]"
La0.8Sr0.2Co0.2Cr0.8O3,"[['SrCO3', 'Cr2O3', 'La2O3', 'Co2O3']]"
La0.8Sr0.2CoO3,"[['SrCO3', 'La2O3', 'Co3O4'], ['SrCO3', 'La2O3', 'Co3O4'], ['Sr(NO3)2', 'La(NO3)3', 'Co(NO3)'], ['SrCO3', 'La2O3', 'Co3O4'], ['SrCO3', 'La2O3', 'Co3O4'], ['SrCO3', 'La2O3', 'Co3O4']]"
La0.8Sr0.2Cr0.5Fe0.5O3,"[['SrCO3', 'La2O3', 'Cr2O3', 'Fe2O3']]"
La0.8Sr0.2Cr0.8Pd0.2O3,"[['SrCO3', 'La2O3', 'Cr2O3', 'PdO']]"
La0.8Sr0.2Cr0.98V0.02O3,"[['SrCO3', 'V2O5', 'Cr2O3', 'La2O3']]"
La0.8Sr0.2Fe0.7Ga0.3O3,"[['SrCO3', 'La2O3', 'Ga2O3', 'Fe2O3']]"
La0.8Sr0.2FeO3,"[['Sr(NO3)2', 'La(NO3)3', 'Fe(NO3)3'], ['SrCO3', 'La2O3', 'Fe2O3']]"
La0.8Sr0.2Ga0.65Fe0.35O3,"[['SrCO3', 'La2O3', 'Ga2O3', 'Fe2O3']]"
La0.8Sr0.2Ga0.83Mg0.17O,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2Ga0.83Mg0.17O2.815,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2Ga0.83Mg0.17O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2Ga0.85Fe0.15O3,"[['SrCO3', 'La2O3', 'Ga2O3', 'Fe2O3']]"
La0.8Sr0.2Ga0.85Mg0.15O3,"[['Mg(NO3)2', 'Sr(NO3)2', 'La(NO3)3', 'Ga(NO3)3']]"
La0.8Sr0.2Ga0.8Mg0.115Co0.05O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO']]"
La0.8Sr0.2Ga0.8Mg0.115Co0.085O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO']]"
La0.8Sr0.2Ga0.8Mg0.15Co0.05O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'CoO', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3', 'CoO']]"
La0.8Sr0.2Ga0.8Mg0.1Ni0.1O3,"[['SrCO3', 'MgO', 'NiO', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2Ga0.8Mg0.2O2.8,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['Mg(NO3)2', 'Sr(NO3)2', 'La(NO3)3', 'Ga(NO3)3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2Ga0.8Mg0.2O2.80,"[['SrCO3', 'La2O3', 'Ga2O3', 'MgCO3']]"
La0.8Sr0.2Ga0.8Mg0.2O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2GaO2.9,"[['SrCO3', 'La2O3', 'Ga2O3'], ['SrCO3', 'La2O3', 'Ga2O3']]"
La0.8Sr0.2MnO3,"[['SrCO3', 'La2O3', 'Mn2O3'], ['SrCO3', 'La2O3', 'MnCO3'], ['SrCO3', 'La2O3', 'MnCO3'], ['SrCO3', 'La2O3', 'MnCO3'], ['Sr(NO3)2', 'La(NO3)3', 'Mn(CH3COO)2'], ['Sr(NO3)2', 'La(NO3)3', 'Mn(CH3COO)2'], ['La(NO3)2', 'Sr(NO3)2', 'Mn(CH3COO)2'], ['SrCO3', 'Mn2O3', 'La2O3'], ['SrCO3', 'La2O3', 'MnCO3'], ['La2O3', 'MnO2', 'SrCO3'], ['SrCO3', 'La2O3', 'MnCO3'], ['La2O3', 'Sr(NO3)2', 'MnO2'], ['La2O3', 'Sr(NO3)2', 'MnO2'], ['SrCO3', 'La2O3', 'MnO2'], ['SrCO3', 'La2O3', 'MnO2'], ['SrCO3', 'La(NO3)3', 'MnCO3'], ['SrCO3', 'La2O3', 'MnO2'], ['SrCO3', 'La2O3', 'MnO2'], ['La(NO3)3', 'MnN2O6', 'Sr(NO3)2'], ['SrCO3', 'Mn2O3', 'La2O3'], ['SrCO3', 'La2O3', 'MnCO3'], ['SrCO3', 'La2O3', 'MnCO3']]"
La0.8Tb0.2MnO3,"[['Tb4O7', 'La2O3', 'MnO2']]"
La0.8Te0.2MnO3,"[['La2O3', 'MnO2', 'TeO2'], ['MnO2', 'La2O3', 'TeO2']]"
La0.90Sr0.10Ga0.80Mg0.20O2.85,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.90Sr0.10Ga0.80Mg0.20O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.90Sr0.10Ga0.85Mg0.15O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.94Bi0.06MnO3,"[['MnO', 'Bi2O3', 'La2O3']]"
La0.94Li0.69Fe0.2O2.09,"[['Fe2O3', 'La2O3', 'LiNO3']]"
La0.95Ca0.05VO4,"[['V2O5', 'CaCO3', 'La2O3']]"
La0.95Eu0.05Ca4(PO4)3O,"[['Eu2O3', 'La2O3', 'NH4H2PO4', 'CaCO3']]"
La0.95Eu0.05InO3,"[['La2O3', 'In2O3', 'Eu2O3']]"
La0.95MnO3,"[['Mn(NO3)2', 'La(NO3)3'], ['MnCO3', 'La2O3']]"
La0.95Sr0.05YO3,"[['SrCO3', 'La2O3', 'Y2O3']]"
La0.96Sr2.04Mn2O7,"[['SrCO3', 'La2O3', 'MnO2']]"
La0.975Ce0.025Sr2AlO5,"[['SrCO3', 'CeO2', 'La2O3', 'Al2O3']]"
La0.995Bi0.005InO3,"[['Bi2O3', 'La2O3', 'In2O3']]"
La0.995Ca0.005Cr0.1Nb0.9O4,"[['La2O3', 'CaCO3', 'Nb2O5', 'CrO3']]"
La0.995Ca0.005Mn0.1Nb0.9O4,"[['La2O3', 'CaCO3', 'Nb2O5', 'Mn2O3'], ['La2O3', 'CaCO3', 'Nb2O5', 'Mn2O3']]"
La0.995Ca0.005NbO4,"[['La2O3', 'CaCO3', 'Nb2O5'], ['La2O3', 'CaCO3', 'Nb2O5']]"
La0.995Ca0.005W0.1Nb0.9O4,"[['La2O3', 'CaCO3', 'Nb2O5', 'WO3']]"
La0.99Ca0.01Nb0.99Ti0.01O4,"[['TiO2', 'Nb2O5', 'CaCO3', 'La2O3']]"
La0.99Ca0.01VO4,"[['V2O5', 'CaCO3', 'La2O3']]"
La0.99Sm0.01MgB5O10,"[['MgO', 'Sm2O3', 'La2O3', 'H3BO3']]"
La0.99Sr0.01NbO4,"[['SrCO3', 'Nb2O5', 'La2O3']]"
La0.9Ba0.1YbO3,"[['BaCO3', 'La2O3', 'Yb2O3']]"
La0.9Ca0.1Cr0.2Al0.8O3,"[['Cr(NO3)3', 'La(NO3)3', 'Al(NO3)3', 'Ca(NO3)2']]"
La0.9Ca0.1FeO3,"[['Fe2O3', 'La2O3', 'CaCO3']]"
La0.9Ca0.1MnO3,"[['CaO', 'La2O3', 'MnO2']]"
La0.9Gd0.1FeO3,"[['La2O3', 'Gd2O3', 'Fe2O3']]"
La0.9Hf0.1MnO3,"[['HfO2', 'MnO', 'La2O3']]"
La0.9MnO3,"[['Mn3O4', 'La2O3']]"
La0.9Sr0.1Co0.8Ni0.2O3,"[['SrCO3', 'NiO', 'La2O3', 'CoO']]"
La0.9Sr0.1Ga0.2Mg0.2O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.9Sr0.1Ga0.2Mg0.8O3,"[['SrCO3', 'MgO', 'Ga2O3', 'La2(CO3)3']]"
La0.9Sr0.1Ga0.85Mg0.15O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.9Sr0.1Ga0.8Fe0.2O3,"[['SrCO3', 'La2O3', 'Ga2O3', 'Fe2O3'], ['SrCO3', 'La2O3', 'Ga2O3', 'Fe2O3']]"
La0.9Sr0.1Ga0.8Mg0.115Co0.085O2.85,"[['Mg(NO3)2', 'La2O3', 'Sr(NO3)2', 'Ga2O3', 'Co(NO3)2']]"
La0.9Sr0.1Ga0.8Mg0.2O2.85,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['MgO', 'La2O3', 'Sr(NO3)2', 'Ga2O3'], ['MgO', 'La2O3', 'SrO', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['MgO', 'La2O3', 'SrO', 'Ga2O3']]"
La0.9Sr0.1Ga0.8Mg0.2O3,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['Mg(NO3)2', 'La2O3', 'Sr(NO3)2', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['Mg(NO3)2', 'Sr(NO3)2', 'La(NO3)3', 'Ga2O3'], ['MgO', 'SrCO3', 'La2O3', 'Ga2O3'], ['MgO', 'SrCO3', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['Ga2O3', 'La2(CO3)3', 'MgO', 'SrCO3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'La2O3', 'MgO', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'La2O3', 'Ga2O3', 'MgCO3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['MgO', 'SrCO3', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['MgO', 'SrCO3', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'La2O3', '(MgCO3)4.Mg(OH)2.5H2O', 'Ga2O3'], ['MgO', 'La2O3', 'SrO', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.9Sr0.1Ga0.9Mg0.1O2.9,"[['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3'], ['SrCO3', 'MgO', 'La2O3', 'Ga2O3']]"
La0.9Sr0.1Ga0.9Zn0.1O3,"[['SrCO3', 'Ga2O3', 'La2O3', 'ZnO']]"
La0.9Sr0.1GaO2.95,"[['SrCO3', 'La2O3', 'Ga2O3']]"
La0.9Sr0.1GaO3,"[['SrCO3', 'La2O3', 'Ga2O3'], ['SrCO3', 'La2O3', 'Ga2O3']]"
La0.9Sr0.1MnO3,"[['SrCO3', 'La2O3', 'MnCO3'], ['SrCO3', 'La2O3', 'MnCO3'], ['SrCO3', 'La2O3', 'Mn2O3'], ['SrCO3', 'La2O3', 'Mn2O3'], ['SrCO3', 'La2O3', 'MnO2'], ['SrCO3', 'La2O3', 'Mn2O3']]"
La0.9Sr0.1Yb0.5Y0.5O3,"[['Yb(NO3)3', 'Y(NO3)3', 'Sr(NO3)2', 'La(NO3)3']]"
La0.9Sr0.1Yb0.8In0.2O3,"[['SrCO3', 'In2O3', 'La2O3', 'Yb2O3']]"
La0.9Te0.1MnO,"[['La2O3', 'TeO2', 'MnO2']]"
La0.9Te0.1MnO3,"[['La2O3', 'MnO2', 'TeO2'], ['MnO2', 'La2O3', 'TeO2'], ['MnO2', 'La2O3', 'TeO2']]"
La1.0Ca2.0Mn2O7,"[['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2']]"
La1.2(Sr1.4Ca0.4)Mn2O7,"[['Mn(NO3)2', 'Ca(NO3)2', 'Sr(NO3)2', 'La(NO3)3'], ['Mn(NO3)2', 'Ca(NO3)2', 'Sr(NO3)2', 'La(NO3)3'], ['SrCO3', 'CaCO3', 'La2O3', 'MnO2']]"
La1.2Ca1.8Mn2O7,"[['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2']]"
La1.2Sr0.8Co0.5Fe0.5O4,"[['Co3O4', 'La2O3', 'SrCO3', 'Fe2O3']]"
La1.2Sr1.8Mn2O7,"[['SrCO3', 'Mn2O3', 'La2O3'], ['SrCO3', 'Mn3O4', 'La2O3']]"
La1.2Sr2.7RuO7,"[['SrCO3', 'La2O3', 'RuO2']]"
La1.4Ca1.6Mn2O7,"[['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2']]"
La1.4Eu0.6Mo2O9,"[['La2O3', 'Eu2O3', '(NH4)6Mo7O24']]"
La1.50Sr0.50Ga3O7,"[['SrCO3', 'La2O3', 'Ga2O3']]"
La1.50Sr0.50Ga3O7.25,"[['SrCO3', 'La2O3', 'Ga2O3']]"
La1.5Ca1.5Mn2O7,"[['CaCO3', 'La2O3', 'MnO2'], ['CaCO3', 'La2O3', 'MnO2']]"
La1.5Sr0.5Co0.5Ni0.5O4,"[['SrCO3', 'NiO', 'La2O3', 'Co3O4']]"
La1.5Sr0.5CoO4,"[['Co2O3', 'SrCO3', 'La2O3']]"
La1.5Sr0.5NiO4,"[['SrCO3', 'NiO', 'La2O3']]"
La1.75Sr0.25CoO4,"[['SrCO3', 'La2O3', 'Co3O4']]"
La1.7Sr0.3CuO4,"[['SrCO3', 'CuO', 'La2O3']]"
La1.7Sr0.3Mo2O9,"[['SrCO3', 'La2O3', 'MoO3']]"
La1.85Ba0.15Mo2O8.925,"[['BaCO3', 'La2O3', 'MoO3']]"
La1.85Sr0.15CuO4,"[['SrCO3', 'CuO', 'La2O3']]"
La1.85Sr0.45Ca0.7Cu3O7,"[['SrCO3', 'CuO', 'CaCO3', 'La2O3']]"
La1.8Dy0.2Mo1.6W0.4O9,"[['WO3', 'La2O3', 'MoO3', 'Dy2O3']]"
La1.94Ba0.06Mo1.5W0.5O9,"[['La2O3', 'WO3', 'BaCO3', 'MoO3']]"
La1.94Ba0.06Mo1.9W0.1O9,"[['La2O3', 'WO3', 'BaCO3', 'MoO3']]"
La1.94Ba0.06MoWO9,"[['La2O3', 'WO3', 'BaCO3', 'MoO3']]"
La1.95Ca0.05Zr2O7,"[['ZrO(NO3)2', 'La(NO3)3', 'Ca(NO3)2.4H2O']]"
La1.96Sr0.04WO6,"[['SrCO3', 'La2O3', 'WO3']]"
La10(Si5.5Al0.5O24)O2.75,"[['SiO2', 'La2O3', 'Al2O3']]"
La10(Si5.8Al0.2)O26.9,"[['SiO2', 'La2O3', 'Al(OH)3'], ['SiO2', 'La2O3', 'Al(OH)3']]"
La10(Si5Al1O24)O2.5,"[['SiO2', 'La2O3', 'Al2O3']]"
La10(Si6O24)O3,"[['SiO2', 'La2O3']]"
La10Ge5CoO26.5,"[['La(NO3)3', 'GeO2', 'Co(NO3)2']]"
La10Ge6O27,"[['La2O3', 'GeO2'], ['La2O3', 'GeO2']]"
La10Mg0.2Si5.8O26.8,"[['SiO2', 'MgO', 'La2O3']]"
La10Si4Fe2O26,"[['SiO2', 'La2O3', 'Fe(NO3)3']]"
La10Si5.5Al0.5O26.75,"[['SiO2', 'La2O3', 'Al(NO3)3']]"
La10Si5.8Mg0.2O26.8,"[['SiO2', 'MgO', 'La2O3']]"
La10Si5CoO26.5,"[['La2O3', 'SiO2', 'Co3O4']]"
La10Si5GaO26.5,"[['SiO2', 'La2O3', 'Ga2O3'], ['SiO2', 'La2O3', 'Ga2O3']]"
La10Si5NbO27.5,"[['SiO2', 'Nb2O5', 'La2O3']]"
La10Si6O27,"[['La2O3', 'SiO2'], ['La2O3', 'SiO2'], ['La2O3', 'SiO2']]"
La16Nd13Ca0.5CoO3,"[['La2O3', 'Nd2O3', 'CaCO3', 'Co3O4']]"
La2(MoO4)3,"[['La2O3', 'MoO3'], ['La2O3', 'MoO3']]"
La2(Si0.833Ge0.167)O5,"[['SiO2', 'GeO2', 'La2O3']]"
La2(Si6O13)(TeO3)2,"[['SiO2', 'La2O3', 'TeO2']]"
La2(WO4)3,"[['H2WO4', 'La2O3']]"
La2(Zr0.7Ce0.3)2O7,"[['CeO2', 'La2O3', 'ZrO2'], ['CeO2', 'La2O3', 'ZrO2']]"
La2.7Eu0.3Ga5SiO14,"[['SiO2', 'La2O3', 'Eu2O3', 'Ga2O3']]"
La2.85Sr0.15NbO7,"[['SrCO3', 'La2O3', 'Nb2O5']]"
La2.94Sr0.06Ga5SiO14,"[['SiO2', 'SrCO3', 'La2O3', 'Ga2O3']]"
La2.97Ca0.03NbO7,"[['La2O3', 'CaCO3', 'Nb2O5']]"
La2.97Eu0.03Ga5SiO14,"[['SiO2', 'La2O3', 'Eu2O3', 'Ga2O3']]"
La2.97Ho0.03Ga5SiO14,"[['SiO2', 'La2O3', 'Ga2O3', 'Ho2O3']]"
La23Ca13Mn0.97Fe0.03O3,"[['CaCO3', 'La2O3', 'Fe2O3', 'MnO2']]"
La23Ca13Mn0.99Fe0.01O3,"[['CaCO3', 'La2O3', 'Fe2O3', 'MnO2']]"
La23Ca13MnO3,"[['CaCO3', 'La2O3', 'MnO2']]"
La23Sr13MnO3,"[['SrCO3', 'La2O3', 'MnO2']]"
La2AlTaO7,"[['Ta2O5', 'La2O3', 'Al2O3']]"
La2Ba3Cu2Co3O,"[['CuO', 'BaCO3', 'La2O3', 'Co3O4']]"
La2Ba3Cu3Co2O,"[['CuO', 'BaCO3', 'La2O3', 'Co3O4']]"
La2BaLiRuO7,"[['Li2CO3', 'La2O3', 'BaCO3', 'RuO2']]"
La2BaZnO5,"[['ZnO', 'La2O3', 'BaCO3'], ['BaCO3', 'ZnO', 'La2O3']]"
La2CaB10O19,"[['CaCO3', 'La2O3', 'H3BO3'], ['La2O3', 'CaCO3', 'H3BO3'], ['La2O3', 'CaCO3', 'H3BO3']]"
La2Ce2O7,"[['La(NO3)', 'Ce(NO3)']]"
La2Co2O3Se2,"[['CoSe', 'La2O3']]"
La2CoMnO6,"[['CoO', 'La2O3', 'MnO2']]"
La2CoO4,"[['La2O3', 'Co3O4'], ['La2O3', 'Co3O4']]"
La2CoRuO6,"[['La2O3', 'RuO2', 'Co3O4']]"
La2CuO4,"[['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['La2O3', 'CuO'], ['CuO', 'La2O3'], ['La2O3', 'Cu2O'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['CuO', 'La2O3'], ['La(OH)3', 'CuO'], ['CuO', 'La2O3']]"
La2GaMnO6,"[['La2O3', 'Ga2O3', 'MnO2']]"
La2GeO5,"[['GeO2', 'La2O3']]"
La2Hf2O7,"[['HfO2', 'La2O3'], ['HfO2', 'La2O3'], ['HfO2', 'La2O3']]"
La2LiIrO6,"[['Li2CO3', 'La2O3', 'Ir']]"
La2LiMoO6,"[['La2O3', 'MoO2', 'Li2MoO4']]"
La2LiRuO6,"[['Li2CO3', 'La2O3', 'RuO2'], ['Li2CO3', 'La2O3', 'RuO2'], ['Li2CO3', 'La2O3', 'RuO2'], ['Li2CO3', 'La2O3', 'RuO2'], ['Li2CO3', 'La2O3', 'RuO2']]"
La2MgNi9,"[['La', 'Mg', 'Ni']]"
La2MnRuO6,"[['MnO', 'La2O3', 'RuO2']]"
La2Mo1.4W0.6O9,"[['WO3', 'La2O3', 'MoO3']]"
La2Mo1.5W0.5O9,"[['WO3', 'La2O3', 'MoO3']]"
La2Mo1.7W0.3O9,"[['La2O3', 'WO3', 'MoO3']]"
La2Mo2O8.95F0.1,"[['LaOF', 'La2O3', 'MoO3']]"
La2Mo2O9,"[['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['La2O3', 'MoO3'], ['MoO3', 'La2O3']]"
La2Mo3O12,"[['La2O3', 'MoO3']]"
La2MoO6,[['La2O3']]
La2MoWO9,"[['WO3', 'La2O3', 'MoO3']]"
La2Ni0.8Co0.2O4,"[['Co(NO3)2', 'La(NO3)3', 'Ni(NO3)2'], ['Co(NO3)2', 'La(NO3)3', 'Ni(NO3)2'], ['Co(NO3)2', 'La(NO3)3', 'Ni(NO3)2']]"
La2Ni0.8Fe0.2O4,"[['Fe(NO3)3', 'La(NO3)3', 'Ni(NO3)2'], ['Fe(NO3)3', 'La(NO3)3', 'Ni(NO3)2'], ['Fe(NO3)3', 'La(NO3)3', 'Ni(NO3)2']]"
La2Ni0.9Co0.1O4,"[['Ni(NO3)', 'Co(NO3)2', 'La2O3'], ['Co(NO3)2', 'Ni(NO3)2', 'La2O3']]"
La2NiMnO6,"[['NiO', 'La2O3', 'MnO2'], ['NiO', 'Mn2O3', 'La2O3'], ['NiO', 'Mn2O3', 'La2O3'], ['NiO', 'Mn2O3', 'La2O3'], ['NiO', 'Mn2O3', 'La2O3'], ['NiO', 'La2O3', 'Mn2O3']]"
La2NiO4,"[['NiO', 'La2O3'], ['NiO', 'La2O3'], ['NiO', 'La2O3'], ['La(NO3)3', 'Ni(NO3)2'], ['La(NO3)3', 'Ni(NO3)2'], ['La(NO3)3', 'Ni(NO3)2'], ['La(OH)3', 'NiCO3'], ['La(NO3)3', 'Ni(NO3)2'], ['La(OH)3', 'NiO'], ['NiO', 'La2O3']]"
La2Pd2O5,"[['PdO', 'La2O3'], ['PdO', 'La2O3']]"
